state,county,lat,lon,year,category
Georgia,Cherokee,34.1021260997014,-84.5325100421906,2017,atm
Georgia,DeKalb,33.9409478675073,-84.2712306976318,2017,atm
Georgia,Bartow,34.1689732266932,-84.7935211658478,2017,atm
Texas,Dallas,32.841776737397,-96.7706090211868,2017,nightlife
Washington,Clark,45.7236936665728,-122.478547096252,2018,default
New Hampshire,Cheshire,42.9152674876661,-72.2471988201141,2017,atm
New Hampshire,Hillsborough,42.9851938631714,-71.4633017778396,2017,atm
Oklahoma,Tulsa,36.0898754358497,-96.0213446617126,2017,default
Washington,Clark,45.7235326311874,-122.478531002998,2018,transport
Tennessee,Shelby,35.1584333353317,-89.7945266962051,2017,food
Massachusetts,Suffolk,42.3664238540498,-71.0558688640594,2017,default
Georgia,Fulton,33.7577779346834,-84.3989038467407,2017,lodging
Florida,Miami-Dade,25.7889948991307,-80.1299214363098,2017,lodging
Florida,Hillsborough,27.9670953495332,-82.5059294700623,2017,lodging
California,Los Angeles,34.0666852455628,-118.400044441223,2017,lodging
Minnesota,Hennepin,44.9753941164444,-93.2589483261108,2017,lodging
New York,Cattaraugus,42.0750244946227,-78.4352856874466,2017,default
California,San Luis Obispo,35.2792760425823,-120.665014386177,2017,default
North Carolina,Lincoln,35.4534601295166,-80.9916186332703,2017,food
Tennessee,Shelby,35.1467137699471,-90.0490629673004,2019,default
California,Los Angeles,34.1971171069682,-118.475178480148,2017,default
Florida,St. Johns,29.8701406038787,-81.3303709030151,2017,default
Florida,Broward,26.0568889075603,-80.1292133331299,2017,shopping
Florida,Broward,26.1021610736205,-80.1265096664429,2017,shopping
California,San Francisco,37.7643072138439,-122.421641349792,2017,shopping
California,Shasta,40.5719671096576,-122.341663241386,2017,default
Oregon,Multnomah,45.5193834981895,-122.676290273666,2017,nightlife
Oregon,Multnomah,45.5228714410891,-122.673704624176,2017,nightlife
New Jersey,Middlesex,40.4084312145702,-74.5849800109863,2017,default
Florida,Duval,30.3186226420491,-81.6942501068115,2017,default
Delaware,New Castle,39.7465382860724,-75.5504733324051,2017,shopping
New Hampshire,Hillsborough,42.9916214195734,-71.4725232124329,2017,default
Indiana,Marion,39.9129052065762,-86.0409238225202,2017,default
Oregon,Washington,45.5089935595486,-122.965636253357,2017,shopping
New Hampshire,Hillsborough,42.877619114498,-71.9515013694763,2017,attraction
California,San Diego,32.7987963092364,-117.244135737419,2017,default
California,San Luis Obispo,35.2798103061655,-120.663442611694,2017,shopping
California,San Luis Obispo,35.2795782084845,-120.663008093834,2017,shopping
California,San Luis Obispo,35.4897299041384,-120.671548247337,2017,cafe
New Hampshire,Rockingham,43.0530651919819,-70.7700687646866,2017,shopping
Texas,Brazoria,29.5628423632332,-95.284783244133,2017,shopping
Utah,Salt Lake,40.5790160666362,-111.831298470497,2017,shopping
Texas,Dallas,32.8003700101891,-96.8107295036316,2017,default
Washington,Lewis,46.5883317644451,-123.277995586395,2021,food
Texas,Dallas,32.9738754289919,-96.7975688160186,2017,default
Florida,Duval,30.3174695823162,-81.6553688049316,2017,default
Florida,Miami-Dade,25.7813388886547,-80.257288813591,2017,default
Texas,Dallas,32.9738604428774,-96.797643917871,2017,default
California,Los Angeles,34.0177536704201,-118.486475944519,2017,default
New York,Warren,43.3223366225032,-73.6417007446289,2017,default
Texas,Tarrant,32.9341857873235,-97.2133558988571,2017,default
New York,New York,40.7622069693542,-73.98805975914,2017,default
South Carolina,York,34.9296196020434,-81.0217612981796,2017,default
Texas,Bexar,29.5709329728137,-98.3274167776108,2017,shopping
Texas,Bexar,29.5475225540866,-98.581947684288,2017,shopping
New York,New York,40.7445705629703,-73.9887088537216,2017,shopping
New York,Queens,40.756095712141,-73.8812381029129,2017,nightlife
Florida,Miami-Dade,25.6819640356384,-80.3852677345276,2017,default
Florida,Miami-Dade,25.7528986429004,-80.2618324756622,2017,shopping
Illinois,Cook,41.9505260138815,-87.6691335439682,2017,shopping
Florida,Miami-Dade,25.6362935706347,-80.4223626852036,2017,default
New Hampshire,Hillsborough,42.9192510537488,-71.541160941124,2017,default
New Hampshire,Rockingham,42.8155946471989,-71.1021423339844,2017,shopping
New Hampshire,Rockingham,43.0750401155064,-70.7581114768982,2017,default
New Mexico,Bernalillo,35.200643981929,-106.750910282135,2017,default
Massachusetts,Middlesex,42.2759989510615,-71.4152848720551,2017,default
Maryland,Baltimore City,39.2626876577478,-76.6160398721695,2017,default
Maine,Cumberland,43.6979990423528,-70.323674082756,2017,sports
California,Contra Costa,37.9117683050908,-122.046518325806,2017,default
North Carolina,Nash,35.9783274227418,-77.804285287857,2017,food
New Hampshire,Cheshire,42.9425923674857,-72.3125799702029,2018,default
Georgia,DeKalb,33.8525528330428,-84.2594611644745,2017,default
New Jersey,Morris,40.7307426253066,-74.3817061185837,2017,sports
Nevada,Clark,36.1367656404346,-115.146331787109,2018,default
California,Mendocino,39.1498484221817,-123.207882642746,2017,nightlife
Wisconsin,Dane,43.0270354748957,-89.4131219387054,2017,atm
Wisconsin,Dane,43.0684645330812,-89.3938636779785,2017,atm
Ohio,Stark,40.798448499336,-81.3747400045395,2017,default
Missouri,Platte,39.2091795851242,-94.6516585350036,2017,default
South Dakota,Pennington,44.0807722871247,-103.226948976517,2017,default
New York,New York,40.7142201220876,-74.0077739953995,2017,default
New York,New York,40.8636674946616,-73.9230215549469,2017,default
Texas,Tarrant,32.8315947713973,-97.2838443517685,2017,trezor retailer
California,Los Angeles,34.1631142850624,-118.327882289886,2017,shopping
New Hampshire,Hillsborough,42.9676932211405,-71.4517897367477,2017,shopping
New Hampshire,Strafford,43.2156463288625,-70.8786821365356,2017,shopping
California,Los Angeles,34.0672807139777,-118.402608633041,2017,default
Michigan,Livingston,42.6322261500676,-83.7674635648727,2017,grocery
California,Los Angeles,33.971418706005,-118.20066511631,2017,default
New Hampshire,Rockingham,43.0555699549579,-70.769054889679,2017,shopping
Texas,Tarrant,32.8093923251985,-97.3110151290893,2017,transport
Florida,Lake,28.5578235811255,-81.8336123228073,2017,food
Illinois,Cook,41.9361098238758,-87.6443231105804,2017,default
New Hampshire,Cheshire,42.9329637086633,-72.2791332006454,2017,default
Illinois,Cook,41.8265953735717,-87.7313232421875,2017,attraction
Illinois,Cook,41.8937162129129,-87.6360082626343,2017,default
New Hampshire,Rockingham,43.0769483914276,-70.7544851303101,2017,attraction
California,El Dorado,38.6404391190046,-121.066755652428,2017,default
New Hampshire,Rockingham,43.0767955748056,-70.7585781812668,2017,cafe
Oklahoma,Oklahoma,35.4798711426449,-97.5346201658249,2017,default
New Jersey,Middlesex,40.4634949079232,-74.4677245616913,2017,trezor retailer
Arkansas,Pulaski,34.8303968595048,-92.188618183136,2017,sports
Indiana,Marion,39.7683209587613,-86.1594521999359,2017,default
California,Los Angeles,33.9816725715285,-118.441044688225,2017,default
New Hampshire,Hillsborough,43.1164132524984,-71.8910980224609,2017,food
Pennsylvania,York,39.9638862832965,-76.7285799980164,2017,default
Missouri,St. Charles,38.7733242622037,-90.5161428451538,2017,default
Florida,Pinellas,27.8926839808032,-82.6791787147522,2017,shopping
Washington,King,47.6045643877591,-122.330682277679,2018,atm
Texas,Travis,30.3177659523786,-97.7185821533203,2017,default
California,Alameda,37.805248982254,-122.277359962463,2017,shopping
Pennsylvania,Chester,39.956109410062,-75.5957612516067,2017,transport
Nevada,Clark,36.1284513887921,-115.090665221214,2017,shopping
Oregon,Multnomah,45.5629484641987,-122.671118974686,2017,default
Maryland,Anne Arundel,39.1269392266607,-76.5367698669433,2017,shopping
Texas,Bexar,29.4262729070212,-98.493338227272,2017,default
Texas,Hays,30.0813540061445,-97.8421890735626,2018,shopping
Maryland,Baltimore,39.3971705135365,-76.5671539306641,2018,default
Washington,Pierce,47.2540677598157,-122.472839355469,2018,default
California,Ventura,34.2806657,-119.2913098,2021,atm
Florida,Orange,28.4379401977419,-81.3939714431763,2018,default
Florida,Miami-Dade,25.6085829791909,-80.3513431549072,2018,shopping
New Hampshire,Strafford,43.1838538961789,-70.8739614486694,2018,default
Iowa,Black Hawk,42.5325912901173,-92.4448013305664,2018,shopping
California,San Francisco,37.7679329826183,-122.415075302124,2018,transport
Michigan,Lapeer,43.1518413924568,-83.3612430095673,2018,default
Michigan,Lapeer,43.21280015409,-83.4535002708435,2018,default
Michigan,Oakland,42.4829851534995,-83.4418487548828,2018,default
Ohio,Champaign,40.0717335061354,-83.5552740097046,2018,default
Ohio,Franklin,39.9792165535015,-83.0633461475372,2018,default
Massachusetts,Norfolk,42.0833220981655,-71.4002001285553,2018,default
Oregon,Multnomah,45.5760883467604,-122.672513723373,2018,default
Oregon,Multnomah,45.5643493468427,-122.627302408218,2018,default
Colorado,Denver,39.7287589830575,-104.99932050705,2018,shopping
Texas,Williamson,30.4479059966264,-97.7916133403778,2018,default
California,Alameda,37.6776048300047,-122.090973258018,2018,default
Pennsylvania,Montgomery,40.2498443571557,-75.2446585893631,2018,default
Georgia,DeKalb,33.735187397917,-84.3056060599338,2018,nightlife
Ohio,Summit,41.0887439925689,-81.5155613422394,2018,food
California,Marin,37.9624284076987,-122.502901554108,2018,default
Michigan,Berrien,42.0417993274934,-86.5096521377563,2018,default
Arkansas,Washington,36.1850653138961,-94.1302800178528,2018,default
Colorado,Jefferson,39.7083256859029,-105.28937458992,2018,default
California,Mono,37.6403646331269,-118.966242671013,2018,food
Michigan,Washtenaw,42.2341099541558,-83.6186599731445,2018,default
Arizona,Maricopa,33.5515302211833,-112.117688655853,2018,atm
Florida,Palm Beach,26.8606772689265,-80.0716209411621,2018,default
Kentucky,Harlan,36.9765096306718,-82.9899501800537,2018,default
Arizona,Coconino,35.1857037353392,-111.65924012661,2018,atm
Idaho,Ada,43.5749190817294,-116.222648620605,2018,default
California,Kern,35.3670644125498,-118.970491011132,2018,default
California,Ventura,34.5478525606475,-119.20166015625,2018,default
California,Ventura,34.4762787897961,-119.212303161621,2018,default
Texas,Angelina,31.3109684057165,-94.7105062007904,2018,default
Michigan,Berrien,42.1232262082244,-86.3704133033752,2018,default
California,Los Angeles,33.9085517434621,-118.352108001709,2018,default
Washington,King,47.6664350336562,-122.357139587402,2018,default
Texas,Dallas,32.7699717511646,-96.6886030357273,2018,default
Kentucky,Warren,36.9797494283991,-86.4485728740692,2018,default
New York,New York,40.7259741250467,-73.9775562286377,2018,default
Texas,Denton,33.2255313307109,-96.9849336147308,2018,default
New York,New York,40.8138011105831,-73.9617043733597,2018,shopping
California,San Mateo,37.4763566436126,-122.083168029785,2018,default
New York,New York,40.748037258303,-73.9894866943359,2018,default
California,Los Angeles,34.0456545287465,-118.256964683533,2018,default
Colorado,Larimer,40.5812120928255,-105.075897574425,2018,default
Oregon,Jackson,42.193464002276,-122.707145118766,2019,lodging
Florida,Lee,26.6427838467245,-81.8631380796432,2018,default
Florida,Lee,26.6454353526071,-81.8684542179108,2018,default
Oregon,Jackson,42.1933621383906,-122.707135033634,2019,cafe
Florida,Broward,26.0336003662638,-80.2087515592575,2018,default
Arizona,Coconino,34.8640932998561,-111.763497591019,2018,atm
New Hampshire,Hillsborough,42.9945328264928,-71.4762890338898,2018,default
New Hampshire,Rockingham,42.9176246584675,-71.4003771543503,2018,sports
Oregon,Multnomah,45.4843981512098,-122.449493408203,2018,default
Indiana,Lake,41.4168081867519,-87.362916469574,2018,default
New York,New York,40.7087591511178,-74.0052741765976,2018,default
Indiana,Johnson,39.4800556463276,-86.0551710355321,2018,default
New York,New York,40.7544337105851,-73.9919114112854,2018,shopping
New Jersey,Hudson,40.7346653041164,-74.0629470348358,2018,atm
Alaska,Kenai Peninsula,60.3592245458256,-152.063484191895,2018,lodging
California,Los Angeles,34.0313229202897,-118.487892150879,2018,default
Nevada,Clark,36.0560034813727,-115.209589004517,2018,default
Michigan,Kent,42.9851310754229,-85.6909507513046,2018,atm
California,Orange,33.870544719082,-117.920481562614,2018,cafe
Oregon,Multnomah,45.5791259672526,-122.681177258492,2018,shopping
Tennessee,Bradley,35.110588297536,-84.8275423049927,2018,atm
Alabama,Madison,34.7399153608926,-86.5945279598236,2018,atm
California,Orange,33.7351541045084,-118.034319877625,2018,sports
California,Orange,33.7390441152743,-118.027324676514,2018,sports
California,Los Angeles,34.1313801663315,-118.344769477844,2018,atm
California,Los Angeles,34.0839432446153,-118.222117424011,2018,atm
Hawaii,Honolulu,21.2882947099142,-157.789206504822,2018,lodging
Hawaii,Honolulu,21.3091764549593,-157.859619855881,2018,default
Ohio,Franklin,40.1103060574286,-82.9422068595886,2018,attraction
Oregon,Jackson,42.184800177857,-122.687131762505,2018,atm
Oregon,Josephine,42.4385379700189,-123.327117562294,2018,atm
Wyoming,Albany,41.2078472725035,-105.59886932373,2018,default
New Hampshire,Hillsborough,42.7677063399846,-71.4679366350174,2018,default
California,San Diego,33.2170316984619,-117.346494197845,2018,default
Florida,Palm Beach,26.6286622225366,-80.0552272796631,2018,default
Georgia,Whitfield,34.7754598096141,-84.9655151367188,2018,default
Florida,Miami-Dade,25.6758240803879,-80.4177975654602,2018,shopping
Arkansas,Washington,36.0590912375404,-94.182014465332,2018,default
California,San Diego,32.7179229386681,-117.157752513885,2018,default
Michigan,Genesee,42.9736555376642,-83.7093561887741,2018,atm
Maine,Cumberland,43.657676997803,-70.2564418315887,2018,atm
Arizona,Yuma,32.6980441118906,-114.62516784668,2018,default
California,San Francisco,37.7709734025511,-122.425031661987,2018,atm
Arizona,Coconino,35.2123814494058,-111.614098548889,2018,default
Oregon,Multnomah,45.5166922220549,-122.679691314697,2018,default
Washington,King,47.6186612587139,-122.32795715332,2018,default
California,San Francisco,37.7787201836102,-122.441596984863,2018,default
California,Sacramento,38.6139196457422,-121.445446014404,2018,default
Nevada,Clark,36.1129166726066,-115.207443237305,2018,default
California,Los Angeles,34.0543661095598,-118.409271240234,2018,default
California,Orange,33.7865665094892,-117.914886474609,2018,default
California,San Diego,32.71046664083,-117.15202331543,2018,default
New York,New York,40.7489801031484,-73.9860963821411,2018,default
Florida,Pinellas,27.771350223875,-82.651589512825,2018,default
Florida,Miami-Dade,25.7759769719542,-80.1921755075455,2018,default
New Hampshire,Cheshire,42.9334075218849,-72.2787362337112,2018,default
Florida,Miami-Dade,25.7750204964792,-80.1925188302994,2018,shopping
Arizona,Maricopa,33.5799231061102,-112.2655159235,2018,atm
Kentucky,Warren,36.9953893682025,-86.4378869533539,2018,shopping
New York,Suffolk,40.716507741361,-73.2558266758133,2018,default
Kansas,Sedgwick,37.6642635291632,-97.3283207416534,2018,sports
New York,New York,40.7356936987418,-73.9893633127213,2018,default
Colorado,Weld,40.4417214361272,-104.420928955078,2018,lodging
Nevada,Clark,36.0844435508765,-115.241298079491,2018,default
Nevada,Clark,36.0843915278172,-115.241206884384,2018,atm
Nevada,Clark,36.1565404006858,-115.153536200523,2018,atm
Nevada,Clark,36.1532009170389,-115.150875449181,2018,atm
Nevada,Clark,36.1563931372191,-115.149276852608,2018,atm
Nevada,Clark,36.0847816999227,-115.031871199608,2018,default
Nevada,Clark,36.1590308438937,-115.152833461761,2018,atm
Colorado,Arapahoe,39.5916055623436,-104.959151744843,2018,default
Colorado,Arapahoe,39.5915022158649,-104.959082007408,2018,default
Nevada,Washoe,39.5099800260755,-119.80398774147,2018,default
Nevada,Washoe,39.5248198994924,-119.811626672745,2018,default
Nevada,Washoe,39.5316221724939,-119.807517528534,2018,default
Oregon,Umatilla,45.6716213613139,-118.787462711334,2018,shopping
New York,New York,40.7420588232155,-73.9998346567154,2018,default
New York,New York,40.7368115009567,-73.9849054813385,2018,default
Nevada,Washoe,39.249869049776,-119.951648712158,2018,default
Pennsylvania,Centre,40.8168947534898,-77.8284788131714,2016,default
New York,Onondaga,43.0958829630318,-76.0854819573069,2018,shopping
Colorado,Broomfield,39.9062262118685,-105.088503956795,2018,atm
Colorado,Denver,39.7524114607507,-104.999545812607,2018,atm
Colorado,Larimer,40.5886307872375,-105.074390172958,2018,atm
Colorado,Boulder,39.9998488159778,-105.25615811348,2018,atm
Colorado,Arapahoe,39.6937810178995,-104.863777756691,2018,atm
Colorado,Arapahoe,39.5734927718732,-104.881893396378,2018,atm
Georgia,Dade,34.8674648257816,-85.5118489265442,2018,default
Kansas,Sedgwick,37.7263128913109,-97.4620771408081,2018,default
Tennessee,Hamilton,35.0623463159333,-85.3059196472168,2018,default
Texas,Tarrant,32.7638204970554,-97.0685005187988,2018,default
Texas,Travis,30.3489446293757,-97.7356195449829,2018,default
Texas,Travis,30.1429329528913,-97.8259670734406,2018,default
Texas,Potter,35.2113038863386,-101.870046257973,2018,default
Texas,Travis,30.2839276687624,-97.7422499656677,2018,default
New Hampshire,Hillsborough,42.7754588461308,-71.4862200751668,2018,shopping
New Hampshire,Hillsborough,42.7910044075076,-71.448564005841,2018,shopping
New Hampshire,Cheshire,42.9313062540215,-72.2835159301758,2018,food
Michigan,Washtenaw,42.2534855845234,-83.7514454126358,2018,default
California,San Diego,32.7220795992305,-117.16005384922,2018,default
Florida,Palm Beach,26.38322939984,-80.1059854030609,2018,transport
Colorado,Jefferson,39.6829695869353,-105.364771485329,2018,default
Utah,Cache,41.7357904419368,-111.853319406509,2018,shopping
Virginia,Prince William,38.6118405873148,-77.2904276847839,2016,atm
Utah,Salt Lake,40.7625320204898,-111.889116168022,2018,default
California,Sonoma,38.4688869136768,-122.744665145874,2018,atm
New York,Queens,40.7236202380908,-73.8479143381119,2018,food
New Hampshire,Cheshire,42.9315006734036,-72.2832503914833,2018,shopping
Michigan,Oakland,42.4827082230929,-83.2545500993729,2018,default
New York,Kings,40.6155813006911,-73.9538669586182,2018,shopping
Minnesota,Hennepin,44.9264880861189,-93.3817505836487,2018,default
Virginia,Arlington,38.8972621736289,-77.12366938591,2018,atm
Oregon,Jackson,42.1971371917715,-122.714892625809,2018,attraction
Georgia,DeKalb,33.9181499009256,-84.2947483062744,2018,default
Florida,Duval,30.2816068220954,-81.5586161613464,2018,default
Colorado,Garfield,39.4002919555441,-107.209873795509,2018,sports
Florida,Brevard,28.2891382956942,-80.6079930067062,2018,lodging
California,Placer,38.9530096887666,-121.079249382019,2018,sports
Mississippi,Oktibbeha,33.4550087591263,-88.8061112165451,2018,cafe
Florida,Lee,26.5822763579981,-81.8726277351379,2018,default
Texas,Travis,30.2649886977862,-97.7397876977921,2018,transport
Florida,Miami-Dade,25.7998911820883,-80.2976989746094,2018,shopping
California,Los Angeles,34.0790870108131,-118.353443741798,2018,default
New Mexico,Bernalillo,35.0950521394068,-106.635961532593,2018,shopping
New Mexico,Bernalillo,35.1491613336047,-106.602948904037,2018,default
Florida,Pinellas,27.7708281062398,-82.6381570100784,2018,default
Pennsylvania,Montgomery,40.076995992718,-75.1598900556564,2018,atm
Georgia,Fulton,33.6818405224063,-84.4140636920929,2018,atm
California,San Bernardino,34.4272662646786,-117.33798623085,2018,atm
Pennsylvania,Delaware,39.9531912918556,-75.2581608295441,2018,atm
Georgia,Fulton,33.7240407283397,-84.4998568296432,2018,atm
California,Los Angeles,34.0246763930297,-118.249899744987,2018,atm
Florida,Hillsborough,27.9368582848638,-82.3690348863602,2018,atm
Florida,Miami-Dade,25.9268390787333,-80.1445555686951,2018,atm
Florida,Hillsborough,27.9726433411146,-82.4510085582733,2018,atm
Missouri,St. Louis,38.5670843162033,-90.494738817215,2018,atm
Georgia,Fulton,33.6168306171232,-84.4724607467651,2018,atm
Georgia,Fulton,33.8218567631323,-84.3671733140945,2018,atm
Illinois,Cook,41.9171878693071,-87.6996517181396,2018,atm
Illinois,Cook,41.9316881526793,-87.7132987976074,2018,atm
Georgia,Cobb,33.8890983594848,-84.4783294200897,2018,atm
Texas,Montgomery,30.1795048174968,-95.537828207016,2018,atm
Florida,Pinellas,27.9424836548763,-82.746861577034,2018,atm
Florida,Hillsborough,28.0549578904613,-82.4452686309814,2018,atm
California,Los Angeles,34.0761011551776,-118.294349312782,2018,atm
Georgia,Gwinnett,33.951690439372,-84.1020530462265,2018,atm
Georgia,DeKalb,33.9427324565709,-84.2713004350662,2018,atm
Michigan,Kent,42.9138295692011,-85.7501149177551,2018,shopping
Florida,Hillsborough,27.9780299736958,-82.4853515625,2018,shopping
Missouri,St. Louis,38.6347697715557,-90.3450232744217,2018,atm
Florida,Miami-Dade,25.4519937285548,-80.4733085632324,2018,shopping
Oklahoma,Cleveland,35.3764758068119,-97.5216543674469,2018,shopping
New Jersey,Hudson,40.7349173232421,-74.0596747398376,2018,shopping
Florida,Broward,26.0772914952441,-80.1485252380371,2018,shopping
Kansas,Saline,38.8388385085041,-97.6116371154785,2018,shopping
California,San Francisco,37.7973439048708,-122.432869076729,2018,default
Oregon,Lane,44.0369485460716,-123.029901981354,2018,default
Kentucky,Jefferson,38.264555765173,-85.574666261673,2018,default
Iowa,Cerro Gordo,42.9229083220706,-93.4784933365881,2018,grocery
Minnesota,Ramsey,45.0666405565074,-93.1863355636597,2018,trezor retailer
Minnesota,Ramsey,45.0665496251889,-93.1845760345459,2018,shopping
Oregon,Multnomah,45.5480661551154,-122.675861120224,2018,food
Oregon,Multnomah,45.5481037226944,-122.675775289536,2018,nightlife
Texas,Ector,31.816896886747,-102.425537109375,2018,default
Missouri,Lawrence,36.9745382576777,-93.7208998203278,2018,food
Florida,Pinellas,27.8722948635667,-82.7285420894623,2018,default
Colorado,El Paso,38.8932874790249,-104.754306077957,2018,default
California,San Diego,32.7792963401746,-117.135533094406,2018,sports
Massachusetts,Middlesex,42.3391093883636,-71.5904760360718,2018,trezor retailer
California,Los Angeles,34.0738705812403,-117.884953022003,2018,atm
California,Los Angeles,33.7648109809222,-118.194517493248,2018,atm
Maine,Cumberland,43.6868708016204,-70.2932095527649,2018,shopping
Oregon,Marion,45.2236255815575,-122.75829076767,2018,default
Washington,Pierce,47.2161139971655,-122.468762397766,2018,atm
Washington,King,47.4588712485136,-122.258246541023,2018,atm
Washington,Yakima,46.5708322500193,-120.485558509827,2018,atm
Washington,King,47.6792511214817,-122.172260284424,2018,atm
Washington,King,47.6117688047752,-122.33729660511,2018,atm
Washington,Spokane,47.6735948033288,-117.206708192825,2018,atm
Washington,King,47.6171859305158,-122.353357672691,2018,atm
Washington,Snohomish,47.8206543341511,-122.270252108574,2018,atm
California,Orange,33.7472339741,-118.012282848358,2018,atm
California,Santa Clara,37.2518863327363,-121.862990856171,2018,default
California,Los Angeles,34.0815795864616,-118.25425028801,2018,atm
California,Los Angeles,33.9821440861427,-118.282826542854,2018,atm
California,San Bernardino,34.0729241247493,-117.551715373993,2018,atm
California,San Diego,32.7917210746102,-117.254333496094,2018,atm
California,Santa Clara,37.4153512611507,-121.897301673889,2018,atm
California,Los Angeles,34.2406856405777,-118.555784225464,2018,atm
California,Fresno,36.7573885846748,-119.801326990128,2018,atm
California,Alameda,37.8729648167731,-122.268326282501,2018,atm
California,San Francisco,37.7280609647563,-122.477023601532,2018,atm
California,Sacramento,38.6748562136605,-121.26880645752,2018,atm
California,Riverside,33.7233223915654,-116.395103931427,2018,atm
California,Los Angeles,34.4176328962507,-118.560864329338,2018,atm
California,San Diego,32.8261855496318,-117.159796357155,2018,atm
California,San Francisco,37.7842531016643,-122.403273582458,2018,atm
California,Los Angeles,34.1342042224262,-118.052151203156,2018,atm
Michigan,Oakland,42.694647230379,-83.3934670686722,2019,shopping
Florida,Pasco,28.1852742909096,-82.6364886760712,2020,default
Arizona,Yavapai,34.7178846705545,-111.903793215752,2018,food
Maryland,Talbot,38.7733242622037,-76.066460609436,2019,default
Iowa,Jefferson,41.0084858594539,-91.9929609975225,2018,default
Mississippi,Marion,31.2409853780213,-89.8200988769531,2018,default
Mississippi,Forrest,31.3196209780017,-89.3106079101562,2018,atm
Maine,Sagadahoc,43.9382613061715,-69.980560541153,2018,atm
California,San Mateo,37.5633066632356,-122.325865030289,2018,shopping
Georgia,Fulton,33.839552127558,-84.3798065185547,2019,default
California,Los Angeles,34.1277389484667,-118.346786499023,2020,shopping
Alaska,Kenai Peninsula,60.5960813429566,-151.336669921875,2018,lodging
Washington,Clark,45.625252056524,-122.673135995865,2018,shopping
Illinois,Cook,41.7935644619069,-87.6643860340118,2018,atm
Florida,Volusia,28.9450444912296,-81.174733042717,2018,default
Idaho,Kootenai,47.7108877395603,-116.908113956451,2019,shopping
Texas,Grayson,33.4454258935955,-96.6049557924271,2021,shopping
Texas,Collin,33.043295431621,-96.7090255022049,2019,default
New Hampshire,Cheshire,42.9279794272761,-72.2829794883728,2017,food
Texas,Travis,30.2570469559297,-97.7391707897186,2017,shopping
California,Los Angeles,33.7385712564106,-118.285889625549,2019,atm
California,Los Angeles,33.8292321335315,-118.349511623383,2019,atm
Maine,Cumberland,43.6855479978556,-70.2685332298279,2019,default
Illinois,Cook,41.7931045239115,-87.6643753051758,2019,default
District of Columbia,District of Columbia,38.9067220538887,-77.0637273788452,2019,sports
Georgia,Fulton,33.79830034,-84.37147558,2018,default
Texas,Denton,32.9998594169666,-96.9102609157562,2019,transport
Colorado,Denver,39.7582099046062,-105.012806653976,2018,default
Indiana,Marion,39.7554014731987,-86.1591356992722,2019,default
Indiana,Marion,39.7555540634564,-86.1591410636902,2019,default
Colorado,Arapahoe,39.5974257871808,-104.876625537872,2018,default
Texas,Randall,35.1304737684485,-101.899845600128,2018,trezor retailer
New Hampshire,Cheshire,42.9342401539903,-72.2777545452118,2020,food
Maryland,Baltimore City,39.2764839415849,-76.6158306598663,2018,atm
Maryland,Baltimore City,39.2953009814288,-76.5889549255371,2018,atm
Maryland,Baltimore City,39.285374086687,-76.6456031799316,2018,atm
Maryland,Baltimore City,39.361207899787,-76.6460001468658,2018,atm
Maryland,Baltimore City,39.3348285212614,-76.6723984479904,2018,atm
Illinois,Cook,41.8704476444619,-87.852811217308,2018,atm
California,Los Angeles,33.9895589766726,-118.331594467163,2019,shopping
California,Los Angeles,34.2139448076842,-118.598265051842,2018,default
New Hampshire,Cheshire,42.9275198632936,-72.2832208871841,2019,grocery
Oregon,Lane,44.0481928449464,-123.138949871063,2018,default
Florida,Orange,28.6318427826713,-81.364917755127,2019,trezor retailer
Colorado,Denver,39.7683704382467,-104.973764419556,2019,default
Virginia,Fairfax,38.7937265858271,-77.068904042244,2019,default
Arizona,Maricopa,33.6216059916257,-111.898369789124,2018,atm
Arizona,Maricopa,33.5815632787311,-112.169203162193,2019,atm
Massachusetts,Worcester,42.2476604159457,-71.9855010509491,2019,shopping
Arizona,Maricopa,33.6544278520268,-112.134779691696,2018,atm
Washington,Thurston,46.9412604646257,-122.60494351387,2019,shopping
Arizona,Maricopa,33.653735725314,-112.233554720879,2019,atm
Arizona,Maricopa,33.3341317428562,-111.806429028511,2019,atm
Arizona,Maricopa,33.3782176468749,-111.890881061554,2019,atm
Ohio,Clermont,39.1124517429717,-84.2962235212326,2019,default
Ohio,Stark,40.8569164018013,-81.4280515909195,2019,atm
New Hampshire,Cheshire,42.9275159353816,-72.2833389043808,2020,atm
Colorado,Denver,39.7184440606203,-104.995329380035,2019,cafe
Hawaii,Honolulu,21.3106057813571,-157.8637611866,2019,cafe
Colorado,Arapahoe,39.6013897086465,-104.889221191406,2019,shopping
Arizona,Maricopa,33.637170015449,-112.356786269293,2019,food
Florida,Hillsborough,28.1343380386827,-82.4641299247742,2019,default
New Hampshire,Cheshire,42.9319228952006,-72.2801631689072,2019,food
Michigan,Washtenaw,42.2532672000432,-83.751123547554,2019,default
New Hampshire,Hillsborough,42.9852134843296,-71.4635539054871,2019,food
Massachusetts,Suffolk,42.3544846510674,-71.0403442382812,2019,default
Washington,Snohomish,47.8327483,-122.30014801,2017,sports
North Carolina,Union,35.0855183191119,-80.697283744812,2019,food
Oregon,Multnomah,45.503301586106,-122.658442854881,2018,shopping
Florida,Miami-Dade,25.704413272328,-80.2879732847214,2018,food
Texas,Travis,30.3730695710012,-97.7285706996918,2019,atm
