id,lat,lon,category,name,created_on,geolocation_degrees,promoted,Street_Num,Street_Name,City,County,State,Country,Zip
10155,43.84751557,-79.0212518,atm,Instacoin ATM - Sam's Food Stores,1498850742,"79°1'16.51""W, 43°50'51.06""N",,26,Hunt Street,Ajax,Regional Municipality of Durham,Ontario,Canada,L1S 3M2
10163,42.9817012,-70.94717503,default,La Cascade du Chocolat,1499089606,"70°56'49.83""W, 42°58'54.12""N",,127,Water Street,Exeter,Rockingham County,New Hampshire,United States,3833
10166,19.59634268,-101.7452431,lodging,Bosque Village,1499137392,"101°44'42.88""W, 19°35'46.83""N",,,Unnamed Road,Yotatiro,,Michoacán,Mexico,
10173,21.48793388,-104.890278,food,Azavia,1499225395,"104°53'25.0""W, 21°29'16.56""N",,169,Avenida de la Cultura,Tepic,,Nayarit,Mexico,63190
10176,35.99534269,-115.0998223,atm,EasyBit's bitcoin ATM at Davidson's Firearms,1499296178,"115°5'59.36""W, 35°59'43.23""N",,10890,South Eastern Avenue,Henderson,Clark County,Nevada,United States,89052
10177,33.95813355,-83.37520659,atm,EasyBit's bitcoin ATM at Vape Dynamiks (Athens),1499298230,"83°22'30.74""W, 33°57'29.28""N",,128,College Avenue,Athens,Clarke County,Georgia,United States,30601
10178,33.93828204,-83.47716808,atm,EasyBit's bitcoin ATM at Vape Dynamiks Warehouse (Bogart),1499300876,"83°28'37.81""W, 33°56'17.82""N",,120,Commerce Boulevard,Bogart,Clarke County,Georgia,United States,30622
10179,34.23870862,-116.9429824,lodging,Grey squirrel Resorts ,1499320743,"116°56'34.74""W, 34°14'19.35""N",,39372,Big Bear Boulevard,Fawnskin,San Bernardino County,California,United States,92333
14649,31.54957495,-97.12250948,default,EasyBit Bitcoin ATM,1534282896,"97°7'21.03""W, 31°32'58.47""N",,1020,South 5th Street,Waco,McLennan County,Texas,United States,76706
10182,43.61133122,-83.91430378,atm,2 way bitcoin ATM at Great Lakes Payday Advances,1499383548,"83°54'51.49""W, 43°36'40.79""N",,824,North Euclid Avenue,Bay City,Bay County,Michigan,United States,48706
10183,34.03391915,-84.67708647,atm,2-way ATM at Vape Life Acworth,1499389273,"84°40'37.51""W, 34°2'2.11""N",,3271,Cobb Parkway Northwest,Kennesaw,Cobb County,Georgia,United States,30152
10186,47.61249932,-122.3212785,default,Sailing Directions Crewed Caribbean Yacht Charters,1499450220,"122°19'16.6""W, 47°36'45.0""N",,1145,Broadway,Seattle,King County,Washington,United States,98122
58095,40.9313237,-74.174079,atm,ZT CONVENIENCE & PIZZA STORE,1615286283,"74°10'26.68""W, 40°55'52.77""N",TRUE,152,Haledon Avenue,Prospect Park,Passaic County,New Jersey,United States,7508
10195,45.51860169,-73.47365533,default,Dynamix Extermination ,1499667457,"73°28'25.16""W, 45°31'6.97""N",,2456,Rue Montarville,Longueuil,Champlain,Québec,Canada,J4L 2K8
10214,38.46472874,-122.7279067,default,BC Engineering Group,1499922115,"122°43'40.46""W, 38°27'53.02""N",,,Cleveland Avenue,Santa Rosa,Sonoma County,California,United States,95403
10217,33.43351857,-111.923604,default,Hypnotist Jeff Bliss,1499929881,"111°55'24.97""W, 33°26'0.67""N",,1001,East Playa Del Norte Drive,Tempe,Maricopa County,Arizona,United States,85281
10238,44.10064573,-123.1293261,default,Dr. Kevin Krautsack,1500436124,"123°7'45.57""W, 44°6'2.32""N",,45,Division Avenue,Eugene,Lane County,Oregon,United States,97404
10239,46.6985342,-117.0063686,shopping,Northwest Radio Supply,1500505203,"117°0'22.93""W, 46°41'54.72""N",,2880,U.S. 95,Moscow,Latah County,Idaho,United States,83843
10259,26.91906613,-105.6731611,food,Carne Seca Don Chelo,1500770397,"105°40'23.38""W, 26°55'8.64""N",,25,Urique,Hidalgo del Parral,,Chihuahua,Mexico,33863
10257,28.55396458,-81.31752849,food,Izziban/Snowbean,1500655537,"81°19'3.1""W, 28°33'14.27""N",,5300,East Colonial Drive,Orlando,Orange County,Florida,United States,32807
10258,45.65023962,-73.57754767,atm,Guichet Instacoin ATM - Dépanneur Provi-Tot,1500668529,"73°34'39.17""W, 45°39'0.86""N",,9136,Boulevard Perras,Montréal,Communauté-Urbaine-de-Montréal,Québec,Canada,H1E 7E4
10276,43.49314862,-70.45199096,shopping,Hornet Watersports,1500970281,"70°27'7.17""W, 43°29'35.34""N",,32,Main Street,Biddeford,York County,Maine,United States,4005
10282,43.76036659,-79.40987706,shopping,LashesbyPeng,1501104838,"79°24'35.56""W, 43°45'37.32""N",,4775,Yonge Street,Toronto,Toronto Division,Ontario,Canada,M2N 5M5
10295,43.4376749,-79.74042177,default,Hwy52 Digital,1501269869,"79°44'25.52""W, 43°26'15.63""N",,,Unnamed Road,Oakville,Regional Municipality of Halton,Ontario,Canada,L6M 0C2
10296,36.16139561,-86.77649438,nightlife,The Crawl Of Fame,1501281807,"86°46'35.38""W, 36°9'41.02""N",,308,Broadway,Nashville,Davidson County,Tennessee,United States,37201
10310,42.59285337,-77.05642104,shopping,Earth & Autumn Pottery @ The Windmill Farm & Craft Market,1501439750,"77°3'23.12""W, 42°35'34.27""N",,2223,Baker Road,Penn Yan,Yates County,New York,United States,14527
10333,45.43222382,-73.62823606,atm,Guichet Instacoin ATM - Dépanneur Super Prix,1501621189,"73°37'41.65""W, 45°25'56.01""N",,1739,Boulevard Shevchenko,Montréal,Communauté-Urbaine-de-Montréal,Québec,Canada,H8N 1P6
10334,33.80318599,-118.0992508,default,Long Beach Web Design,1501632793,"118°5'57.3""W, 33°48'11.47""N",,2600,North Studebaker Road,Long Beach,Los Angeles County,California,United States,90815
10337,43.6726792,-79.44110334,atm,QQ+ Convenience,1501658518,"79°26'27.97""W, 43°40'21.65""N",,1393 A,Davenport Road,Toronto,Toronto Division,Ontario,Canada,M6H 2H6
10341,41.66723771,-87.82955647,default,"Consumers Resource, Inc",1501698302,"87°49'46.4""W, 41°40'2.06""N",,12301,South 86th Avenue,Palos Park,Cook County,Illinois,United States,60464
10366,38.99574007,-85.61748505,default,Frugal Services LLC,1501875716,"85°37'2.95""W, 38°59'44.66""N",,860,South State Street,North Vernon,Jennings County,Indiana,United States,47265
10397,35.14458196,-114.5762014,default,NocRoom Voice & Data,1502143433,"114°34'34.33""W, 35°8'40.5""N",,2900,South Casino Drive,Laughlin,Clark County,Nevada,United States,89029
10376,43.10728865,-89.33263958,shopping,Gel Combs LLC,1502063802,"89°19'57.5""W, 43°6'26.24""N",,3302,Commercial Avenue,Madison,Dane County,Wisconsin,United States,53714
10382,33.95646942,-84.1350764,atm,Diamond Vapes,1502131040,"84°8'6.28""W, 33°57'23.29""N",,2131,Pleasant Hill Road,Duluth,Gwinnett County,Georgia,United States,30096
10384,46.73864005,-117.1721077,default,CalTek Solutions,1502139154,"117°10'19.59""W, 46°44'19.1""N",,395,Northeast Stadium Way,Pullman,Whitman County,Washington,United States,99163
10386,32.71667726,-117.1700478,default,NocRoom Voice & Data,1502142935,"117°10'12.17""W, 32°43'0.04""N",,1050,Kettner Boulevard,San Diego,San Diego County,California,United States,92101
10385,32.70411114,-117.2052383,default,NocRoom Voice & Data,1502142847,"117°12'18.86""W, 32°42'14.8""N",,,Mc Cain Boulevard West,Coronado,San Diego County,California,United States,92118
10387,32.54449791,-117.0253372,default,NocRoom Voice & Data,1502142982,"117°1'31.21""W, 32°32'40.19""N",,5959,Rail Court,San Diego,San Diego County,California,United States,92173
10388,32.59426299,-117.1278191,default,NocRoom Voice & Data,1502143009,"117°7'40.15""W, 32°35'39.35""N",,,Hooper Boulevard,Imperial Beach,San Diego County,California,United States,91932
10389,32.70728895,-117.0629311,default,NocRoom Voice & Data,1502143045,"117°3'46.55""W, 32°42'26.24""N",,402,63rd Street,San Diego,San Diego County,California,United States,92114
10390,32.77327502,-117.1494484,default,NocRoom Voice & Data,1502143082,"117°8'58.01""W, 32°46'23.79""N",,7982,Mission Center Court,San Diego,San Diego County,California,United States,92108
10391,32.59455224,-117.0811272,default,NocRoom Voice & Data,1502143118,"117°4'52.06""W, 32°35'40.39""N",,2445,Main Street,Chula Vista,San Diego County,California,United States,91911
10392,34.00386206,-118.470211,default,NocRoom Voice & Data,1502143150,"118°28'12.76""W, 34°0'13.9""N",,925,Marine Street,Santa Monica,Los Angeles County,California,United States,90405
10393,34.04099613,-118.2489395,default,NocRoom Voice & Data,1502143184,"118°14'56.18""W, 34°2'27.59""N",,728,Wall Street,Los Angeles,Los Angeles County,California,United States,90014
10394,37.60444025,-122.0610237,default,NocRoom Voice & Data,1502143217,"122°3'39.69""W, 37°36'15.98""N",,2523,Amaral Court,Hayward,Alameda County,California,United States,94544
10395,37.47247395,-121.920433,default,NocRoom Voice & Data,1502143275,"121°55'13.56""W, 37°28'20.91""N",,48177,Warm Springs Boulevard,Fremont,Alameda County,California,United States,94539
10396,37.80991957,-122.3687267,default,NocRoom Voice & Data,1502143310,"122°22'7.42""W, 37°48'35.71""N",,,Yerba Buena Road,San Francisco,San Francisco County,California,United States,94130
10398,35.19316982,-114.0576553,default,NocRoom Voice & Data,1502143456,"114°3'27.56""W, 35°11'35.41""N",,120,Maple Street,Kingman,Mohave County,Arizona,United States,86401
10399,33.44748489,-111.9451904,default,NocRoom Voice & Data,1502143486,"111°56'42.69""W, 33°26'50.95""N",,6400,East Marigold Lane,Phoenix,Maricopa County,Arizona,United States,85008
10400,36.71797151,-76.2468338,default,NocRoom Voice & Data,1502143525,"76°14'48.6""W, 36°43'4.7""N",,301,Albemarle Drive,Chesapeake,,Virginia,United States,23322
10401,26.37956742,-81.77124023,default,NocRoom Voice & Data,1502143647,"81°46'16.46""W, 26°22'46.44""N",,,Interstate 75,Bonita Springs,Lee County,Florida,United States,34135
10402,36.0244598,-115.2234077,default,Heart of Gold Child Care,1502143754,"115°13'24.27""W, 36°1'28.06""N",,5942,West Agate Avenue,Las Vegas,Clark County,Nevada,United States,89139
10403,35.37113502,-118.9984131,default,NocRoom Voice & Data,1502143788,"118°59'54.29""W, 35°22'16.09""N",,420,Chico Street,Bakersfield,Kern County,California,United States,93305
10406,40.70094304,-73.51089478,default,NocRoom Voice & Data,1502150180,"73°30'39.22""W, 40°42'3.39""N",,269,Water Lane South,Wantagh,Nassau County,New York,United States,11793
10407,40.73867311,-74.0032196,default,NocRoom Voice & Data,1502150200,"74°0'11.59""W, 40°44'19.22""N",,14,Horatio Street,New York,New York County,New York,United States,10014
10408,40.76234105,-73.99497986,default,NocRoom Voice & Data,1502150220,"73°59'41.93""W, 40°45'44.43""N",,526,West 46th Street,New York,New York County,New York,United States,10036
10409,39.33310246,-74.50120926,default,NocRoom Voice & Data,1502150335,"74°30'4.35""W, 39°19'59.17""N",,115,North Frontenac Avenue,Margate City,Atlantic County,New Jersey,United States,8402
10410,36.89087933,-76.14040375,default,NocRoom Voice & Data,1502150372,"76°8'25.45""W, 36°53'27.17""N",,1456,Garwood Avenue,Virginia Beach,,Virginia,United States,23455
